rssi,hh,mm,ss,d
-62,14,32,58,1.00
-62,14,32,58,1.00
-62,14,32,59,1.00
-62,14,32,59,1.00
-66,14,33,00,1.00
-66,14,33,00,1.00
-62,14,33,02,1.00
-62,14,33,02,1.00
-62,14,33,02,1.00
-62,14,33,02,1.00
-67,14,33,04,1.00
-67,14,33,04,1.00
-62,14,33,04,1.00
-62,14,33,04,1.00
-68,14,33,05,1.00
-68,14,33,05,1.00
-69,14,33,07,1.00
-69,14,33,07,1.00
-62,14,33,08,1.00
-62,14,33,08,1.00
-62,14,33,09,1.00
-62,14,33,09,1.00
-62,14,33,10,1.00
-62,14,33,10,1.00
-62,14,33,11,1.00
-62,14,33,11,1.00
-62,14,33,11,1.00
-62,14,33,11,1.00
-63,14,33,12,1.00
-63,14,33,12,1.00
-63,14,33,13,1.00
-63,14,33,13,1.00
-69,14,33,14,1.00
-69,14,33,14,1.00
-62,14,33,15,1.00
-62,14,33,15,1.00
-62,14,33,16,1.00
-62,14,33,16,1.00
-62,14,33,17,1.00
-62,14,33,17,1.00
-68,14,33,18,1.00
-68,14,33,18,1.00
-70,14,33,19,1.00
-70,14,33,19,1.00
-62,14,33,20,1.00
-62,14,33,20,1.00
-63,14,33,20,1.00
-63,14,33,20,1.00
-62,14,33,22,1.00
-62,14,33,22,1.00
-62,14,33,23,1.00
-62,14,33,23,1.00
-62,14,33,23,1.00
-62,14,33,23,1.00
-62,14,33,24,1.00
-62,14,33,24,1.00
-70,14,33,26,1.00
-70,14,33,26,1.00
-69,14,33,27,1.00
-69,14,33,27,1.00
-68,14,33,28,1.00
-68,14,33,28,1.00
-61,14,33,29,1.00
-61,14,33,29,1.00
-62,14,33,30,1.00
-62,14,33,30,1.00
-62,14,33,31,1.00
-62,14,33,31,1.00
-62,14,33,32,1.00
-62,14,33,32,1.00
-61,14,33,33,1.00
-61,14,33,33,1.00
-68,14,33,34,1.00
-68,14,33,34,1.00
-69,14,33,35,1.00
-69,14,33,35,1.00
-70,14,33,36,1.00
-70,14,33,36,1.00
-62,14,33,36,1.00
-62,14,33,37,1.00
-61,14,33,37,1.00
-61,14,33,37,1.00
-69,14,33,38,1.00
-69,14,33,38,1.00
-73,14,33,39,1.00
-73,14,33,39,1.00
-68,14,33,40,1.00
-68,14,33,40,1.00
-62,14,33,40,1.00
-62,14,33,40,1.00
-62,14,33,42,1.00
-62,14,33,42,1.00
-62,14,33,42,1.00
-62,14,33,42,1.00
-61,14,33,43,1.00
-61,14,33,43,1.00
-69,14,33,44,1.00
-69,14,33,44,1.00
-63,14,33,45,1.00
-63,14,33,45,1.00
-62,14,33,46,1.00
-62,14,33,46,1.00
-61,14,33,47,1.00
-61,14,33,47,1.00
-62,14,33,47,1.00
-62,14,33,47,1.00
-63,14,33,49,1.00
-63,14,33,49,1.00
-62,14,33,50,1.00
-62,14,33,50,1.00
-68,14,33,51,1.00
-68,14,33,51,1.00
-62,14,33,52,1.00
-62,14,33,52,1.00
-62,14,33,53,1.00
-62,14,33,53,1.00
-63,14,33,54,1.00
-63,14,33,54,1.00
-66,14,33,55,1.00
-66,14,33,55,1.00
-62,14,33,56,1.00
-62,14,33,56,1.00
-63,14,33,57,1.00
-63,14,33,57,1.00
-65,14,33,59,1.00
-65,14,33,59,1.00
-62,14,34,00,1.00
-62,14,34,00,1.00
-61,14,34,01,1.00
-61,14,34,01,1.00
-68,14,34,02,1.00
-68,14,34,02,1.00
-61,14,34,04,1.00
-61,14,34,04,1.00
-62,14,34,05,1.00
-62,14,34,05,1.00
-62,14,36,31,2.00
-62,14,36,31,2.00
-62,14,36,31,2.00
-62,14,36,31,2.00
-74,14,36,32,2.00
-74,14,36,32,2.00
-63,14,36,32,2.00
-63,14,36,32,2.00
-64,14,36,33,2.00
-64,14,36,33,2.00
-63,14,36,34,2.00
-63,14,36,34,2.00
-61,14,36,35,2.00
-61,14,36,35,2.00
-64,14,36,36,2.00
-64,14,36,36,2.00
-64,14,36,37,2.00
-64,14,36,37,2.00
-64,14,36,37,2.00
-64,14,36,37,2.00
-71,14,36,38,2.00
-71,14,36,38,2.00
-71,14,36,39,2.00
-71,14,36,39,2.00
-71,14,36,39,2.00
-71,14,36,39,2.00
-64,14,36,40,2.00
-64,14,36,40,2.00
-71,14,36,41,2.00
-71,14,36,41,2.00
-71,14,36,41,2.00
-71,14,36,41,2.00
-71,14,36,42,2.00
-71,14,36,42,2.00
-64,14,36,43,2.00
-64,14,36,43,2.00
-64,14,36,44,2.00
-64,14,36,44,2.00
-64,14,36,44,2.00
-64,14,36,44,2.00
-73,14,36,44,2.00
-73,14,36,44,2.00
-63,14,36,46,2.00
-63,14,36,46,2.00
-64,14,36,46,2.00
-64,14,36,46,2.00
-64,14,36,47,2.00
-64,14,36,47,2.00
-63,14,36,48,2.00
-63,14,36,48,2.00
-75,14,36,49,2.00
-75,14,36,49,2.00
-63,14,36,50,2.00
-63,14,36,50,2.00
-62,14,36,50,2.00
-62,14,36,50,2.00
-64,14,36,51,2.00
-64,14,36,51,2.00
-75,14,36,52,2.00
-75,14,36,52,2.00
-75,14,36,53,2.00
-75,14,36,53,2.00
-63,14,36,53,2.00
-63,14,36,53,2.00
-63,14,36,55,2.00
-63,14,36,55,2.00
-75,14,36,56,2.00
-75,14,36,56,2.00
-63,14,36,57,2.00
-63,14,36,57,2.00
-63,14,36,58,2.00
-63,14,36,58,2.00
-63,14,36,58,2.00
-63,14,36,58,2.00
-63,14,36,59,2.00
-63,14,36,59,2.00
-74,14,37,00,2.00
-74,14,37,00,2.00
-74,14,37,01,2.00
-74,14,37,01,2.00
-74,14,37,02,2.00
-74,14,37,02,2.00
-63,14,37,03,2.00
-63,14,37,03,2.00
-62,14,37,04,2.00
-62,14,37,04,2.00
-73,14,37,05,2.00
-73,14,37,05,2.00
-63,14,37,06,2.00
-63,14,37,06,2.00
-64,14,37,07,2.00
-64,14,37,07,2.00
-71,14,37,08,2.00
-71,14,37,08,2.00
-72,14,37,09,2.00
-72,14,37,09,2.00
-63,14,37,10,2.00
-63,14,37,10,2.00
-63,14,37,11,2.00
-63,14,37,11,2.00
-71,14,37,12,2.00
-71,14,37,12,2.00
-63,14,37,13,2.00
-63,14,37,13,2.00
-63,14,37,14,2.00
-63,14,37,14,2.00
-62,14,37,15,2.00
-62,14,37,15,2.00
-64,14,37,15,2.00
-64,14,37,15,2.00
-71,14,37,16,2.00
-71,14,37,16,2.00
-71,14,37,17,2.00
-71,14,37,17,2.00
-63,14,37,18,2.00
-63,14,37,18,2.00
-63,14,37,19,2.00
-63,14,37,19,2.00
-63,14,37,19,2.00
-63,14,37,19,2.00
-71,14,37,20,2.00
-71,14,37,20,2.00
-63,14,37,21,2.00
-63,14,37,21,2.00
-70,14,37,22,2.00
-70,14,37,22,2.00
-63,14,37,24,2.00
-63,14,37,24,2.00
-71,14,37,25,2.00
-71,14,37,25,2.00
-63,14,37,26,2.00
-63,14,37,26,2.00
-70,14,37,26,2.00
-70,14,37,26,2.00
-70,14,37,27,2.00
-70,14,37,27,2.00
-70,14,37,28,2.00
-70,14,37,28,2.00
-70,14,37,29,2.00
-70,14,37,29,2.00
-64,14,37,30,2.00
-64,14,37,30,2.00
-71,14,37,30,2.00
-71,14,37,30,2.00
-71,14,37,31,2.00
-71,14,37,31,2.00
-63,14,37,32,2.00
-63,14,37,32,2.00
-63,14,37,33,2.00
-63,14,37,33,2.00
-63,14,37,33,2.00
-63,14,37,33,2.00
-63,14,37,35,2.00
-63,14,37,35,2.00
-73,14,37,35,2.00
-73,14,37,35,2.00
-62,14,37,36,2.00
-62,14,37,36,2.00
-73,14,37,37,2.00
-73,14,37,37,2.00
-62,14,37,38,2.00
-62,14,37,38,2.00
-73,14,37,38,2.00
-73,14,37,38,2.00
-62,14,37,39,2.00
-62,14,37,39,2.00
-63,14,37,40,2.00
-63,14,37,40,2.00
-62,14,37,41,2.00
-62,14,37,41,2.00
-73,14,37,42,2.00
-73,14,37,42,2.00
-73,14,37,43,2.00
-73,14,37,43,2.00
-62,14,37,44,2.00
-62,14,37,44,2.00
-73,14,37,45,2.00
-73,14,37,45,2.00
-63,14,37,46,2.00
-63,14,37,46,2.00
-74,14,37,46,2.00
-74,14,37,46,2.00
-62,14,37,48,2.00
-62,14,37,48,2.00
-73,14,37,49,2.00
-73,14,37,49,2.00
-62,14,37,49,2.00
-62,14,37,49,2.00
-71,14,37,50,2.00
-71,14,37,50,2.00
-63,14,37,50,2.00
-63,14,37,50,2.00
-72,14,37,51,2.00
-72,14,37,51,2.00
-71,14,37,52,2.00
-71,14,37,52,2.00
-62,14,37,53,2.00
-62,14,37,53,2.00
-63,14,37,54,2.00
-63,14,37,54,2.00
-73,14,37,55,2.00
-73,14,37,55,2.00
-62,14,37,56,2.00
-62,14,37,56,2.00
-63,14,37,57,2.00
-63,14,37,57,2.00
-63,14,37,57,2.00
-63,14,37,57,2.00
-64,14,37,58,2.00
-64,14,37,58,2.00
-63,14,37,59,2.00
-63,14,37,59,2.00
-63,14,38,00,2.00
-63,14,38,00,2.00
-72,14,38,00,2.00
-72,14,38,00,2.00
-71,14,38,01,2.00
-71,14,38,01,2.00
-63,14,38,02,2.00
-63,14,38,02,2.00
-72,14,38,03,2.00
-72,14,38,03,2.00
-62,14,38,04,2.00
-62,14,38,04,2.00
-71,14,38,05,2.00
-71,14,38,05,2.00
-63,14,38,06,2.00
-63,14,38,06,2.00
-62,14,38,07,2.00
-62,14,38,07,2.00
-64,14,38,07,2.00
-64,14,38,07,2.00
-63,14,38,08,2.00
-63,14,38,08,2.00
-72,14,38,09,2.00
-72,14,38,09,2.00
-72,14,38,10,2.00
-72,14,38,10,2.00
-71,14,38,11,2.00
-71,14,38,11,2.00
-63,14,38,12,2.00
-63,14,38,12,2.00
-62,14,38,13,2.00
-62,14,38,13,2.00
-72,14,38,14,2.00
-72,14,38,14,2.00
-63,14,38,15,2.00
-63,14,38,15,2.00
-62,14,38,16,2.00
-62,14,38,16,2.00
-71,14,38,16,2.00
-71,14,38,16,2.00
-63,14,38,17,2.00
-63,14,38,17,2.00
-63,14,38,18,2.00
-63,14,38,18,2.00
-62,14,38,19,2.00
-62,14,38,19,2.00
-72,14,38,19,2.00
-72,14,38,19,2.00
-63,14,38,21,2.00
-63,14,38,21,2.00
-71,14,38,21,2.00
-71,14,38,21,2.00
-63,14,38,22,2.00
-63,14,38,22,2.00
-63,14,38,22,2.00
-63,14,38,22,2.00
-63,14,38,23,2.00
-63,14,38,23,2.00
-72,14,38,24,2.00
-72,14,38,24,2.00
-63,14,38,25,2.00
-63,14,38,25,2.00
-63,14,38,25,2.00
-63,14,38,25,2.00
-63,14,38,27,2.00
-63,14,38,27,2.00
-64,14,38,27,2.00
-64,14,38,27,2.00
-72,14,38,30,2.00
-72,14,38,30,2.00
-63,14,38,30,2.00
-63,14,38,30,2.00
-72,14,38,32,2.00
-72,14,38,32,2.00
-62,14,38,32,2.00
-62,14,38,32,2.00
-62,14,38,33,2.00
-62,14,38,33,2.00
-63,14,38,33,2.00
-63,14,38,33,2.00
-62,14,38,34,2.00
-62,14,38,34,2.00
-63,14,38,35,2.00
-63,14,38,35,2.00
-62,14,38,36,2.00
-62,14,38,36,2.00
-62,14,38,37,2.00
-62,14,38,37,2.00
-64,14,38,38,2.00
-64,14,38,38,2.00
-70,14,38,39,2.00
-70,14,38,39,2.00
-69,14,38,39,2.00
-69,14,38,39,2.00
-64,14,38,40,2.00
-64,14,38,40,2.00
-64,14,38,41,2.00
-64,14,38,41,2.00
-64,14,38,42,2.00
-64,14,38,42,2.00
-63,14,38,42,2.00
-63,14,38,42,2.00
-64,14,38,43,2.00
-64,14,38,43,2.00
-68,14,38,44,2.00
-68,14,38,44,2.00
-68,14,38,44,2.00
-68,14,38,44,2.00
-70,14,38,45,2.00
-70,14,38,45,2.00
-64,14,38,46,2.00
-64,14,38,46,2.00
-65,14,38,47,2.00
-65,14,38,47,2.00
-64,14,38,48,2.00
-64,14,38,48,2.00
-64,14,38,48,2.00
-64,14,38,48,2.00
-70,14,38,49,2.00
-70,14,38,49,2.00
-63,14,38,50,2.00
-63,14,38,50,2.00
-71,14,38,51,2.00
-71,14,38,51,2.00
-64,14,38,52,2.00
-64,14,38,52,2.00
-63,14,38,53,2.00
-63,14,38,53,2.00
-64,14,38,53,2.00
-64,14,38,53,2.00
-70,14,38,54,2.00
-70,14,38,54,2.00
-70,14,38,55,2.00
-70,14,38,55,2.00
-63,14,38,56,2.00
-63,14,38,56,2.00
-64,14,38,57,2.00
-64,14,38,57,2.00
-64,14,38,58,2.00
-64,14,38,58,2.00
-64,14,38,59,2.00
-64,14,38,59,2.00
-64,14,39,00,2.00
-64,14,39,00,2.00
-72,14,39,01,2.00
-72,14,39,01,2.00
-63,14,39,01,2.00
-63,14,39,01,2.00
-62,14,39,02,2.00
-62,14,39,02,2.00
-64,14,39,03,2.00
-64,14,39,03,2.00
-64,14,39,04,2.00
-64,14,39,04,2.00
-68,14,39,05,2.00
-68,14,39,05,2.00
-72,14,39,05,2.00
-72,14,39,05,2.00
-73,14,39,06,2.00
-73,14,39,06,2.00
-72,14,39,07,2.00
-72,14,39,07,2.00
-63,14,39,08,2.00
-63,14,39,08,2.00
-62,14,39,10,2.00
-62,14,39,10,2.00
-63,14,39,11,2.00
-63,14,39,11,2.00
-73,14,39,12,2.00
-73,14,39,12,2.00
-63,14,39,13,2.00
-63,14,39,13,2.00
-63,14,39,13,2.00
-63,14,39,13,2.00
-62,14,39,14,2.00
-62,14,39,14,2.00
-73,14,39,16,2.00
-73,14,39,16,2.00
-63,14,39,16,2.00
-63,14,39,16,2.00
-72,14,39,17,2.00
-72,14,39,17,2.00
-62,14,39,18,2.00
-62,14,39,18,2.00
-62,14,39,19,2.00
-62,14,39,19,2.00
-63,14,39,19,2.00
-63,14,39,19,2.00
-63,14,39,20,2.00
-63,14,39,20,2.00
-63,14,39,21,2.00
-63,14,39,21,2.00
-73,14,39,22,2.00
-73,14,39,22,2.00
-63,14,39,22,2.00
-63,14,39,22,2.00
-72,14,39,24,2.00
-72,14,39,24,2.00
-63,14,39,24,2.00
-63,14,39,24,2.00
-63,14,39,25,2.00
-63,14,39,25,2.00
-73,14,39,26,2.00
-73,14,39,26,2.00
-63,14,39,27,2.00
-63,14,39,27,2.00
-73,14,39,27,2.00
-73,14,39,27,2.00
-63,14,39,28,2.00
-63,14,39,28,2.00
-62,14,39,29,2.00
-62,14,39,29,2.00
-73,14,39,30,2.00
-73,14,39,30,2.00
-62,14,39,31,2.00
-62,14,39,31,2.00
-63,14,39,31,2.00
-63,14,39,31,2.00
-73,14,39,32,2.00
-73,14,39,32,2.00
-63,14,42,41,3.00
-63,14,42,41,3.00
-64,14,42,41,3.00
-64,14,42,41,3.00
-71,14,54,33,3.00
-71,14,54,33,3.00
-66,14,54,33,3.00
-66,14,54,33,3.00
-67,14,54,34,3.00
-67,14,54,34,3.00
-66,14,54,35,3.00
-66,14,54,35,3.00
-74,14,54,36,3.00
-74,14,54,36,3.00
-73,14,54,38,3.00
-73,14,54,38,3.00
-65,14,54,39,3.00
-65,14,54,39,3.00
-74,14,54,40,3.00
-74,14,54,40,3.00
-73,14,54,40,3.00
-73,14,54,40,3.00
-79,14,54,41,3.00
-79,14,54,41,3.00
-74,14,54,42,3.00
-74,14,54,42,3.00
-77,14,54,43,3.00
-77,14,54,43,3.00
-78,14,54,44,3.00
-78,14,54,44,3.00
-80,14,54,45,3.00
-80,14,54,45,3.00
-82,14,54,46,3.00
-82,14,54,46,3.00
-67,14,54,47,3.00
-67,14,54,47,3.00
-76,14,54,48,3.00
-76,14,54,48,3.00
-75,14,54,48,3.00
-75,14,54,48,3.00
-73,14,54,49,3.00
-73,14,54,49,3.00
-74,14,54,50,3.00
-74,14,54,50,3.00
-87,14,54,50,3.00
-87,14,54,50,3.00
-88,14,54,51,3.00
-88,14,54,51,3.00
-83,14,54,52,3.00
-83,14,54,52,3.00
-80,14,54,53,3.00
-80,14,54,53,3.00
-67,14,54,54,3.00
-67,14,54,54,3.00
-74,14,54,55,3.00
-74,14,54,55,3.00
-81,14,54,55,3.00
-81,14,54,55,3.00
-74,14,54,56,3.00
-74,14,54,56,3.00
-73,14,54,57,3.00
-73,14,54,57,3.00
-67,14,54,58,3.00
-67,14,54,58,3.00
-67,14,54,59,3.00
-67,14,54,59,3.00
-67,14,55,00,3.00
-67,14,55,00,3.00
-80,14,55,01,3.00
-80,14,55,01,3.00
-74,14,55,01,3.00
-74,14,55,01,3.00
-67,14,55,02,3.00
-67,14,55,02,3.00
-67,14,55,02,3.00
-67,14,55,02,3.00
-67,14,55,03,3.00
-67,14,55,03,3.00
-67,14,55,04,3.00
-67,14,55,04,3.00
-67,14,55,04,3.00
-67,14,55,04,3.00
-67,14,55,05,3.00
-67,14,55,05,3.00
-67,14,55,06,3.00
-67,14,55,06,3.00
-67,14,55,07,3.00
-67,14,55,07,3.00
-67,14,55,08,3.00
-67,14,55,08,3.00
-67,14,55,08,3.00
-67,14,55,08,3.00
-74,14,55,09,3.00
-74,14,55,09,3.00
-77,14,55,10,3.00
-77,14,55,10,3.00
-66,14,55,11,3.00
-66,14,55,11,3.00
-74,14,55,12,3.00
-74,14,55,12,3.00
-77,14,55,12,3.00
-77,14,55,12,3.00
-73,14,55,13,3.00
-73,14,55,13,3.00
-74,14,55,14,3.00
-74,14,55,14,3.00
-74,14,55,15,3.00
-74,14,55,15,3.00
-74,14,55,16,3.00
-74,14,55,16,3.00
-74,14,55,16,3.00
-74,14,55,16,3.00
-73,14,55,17,3.00
-73,14,55,17,3.00
-66,14,55,18,3.00
-66,14,55,18,3.00
-66,14,55,20,3.00
-66,14,55,20,3.00
-74,14,55,20,3.00
-74,14,55,20,3.00
-66,14,55,21,3.00
-66,14,55,21,3.00
-75,14,55,23,3.00
-75,14,55,23,3.00
-74,14,55,24,3.00
-74,14,55,24,3.00
-74,14,55,24,3.00
-74,14,55,24,3.00
-74,14,55,25,3.00
-74,14,55,25,3.00
-75,14,55,26,3.00
-75,14,55,26,3.00
-76,14,55,27,3.00
-76,14,55,27,3.00
-66,14,55,27,3.00
-66,14,55,27,3.00
-66,14,55,28,3.00
-66,14,55,28,3.00
-73,14,55,29,3.00
-73,14,55,29,3.00
-74,14,55,30,3.00
-74,14,55,30,3.00
-77,14,55,31,3.00
-77,14,55,31,3.00
-65,14,55,32,3.00
-65,14,55,32,3.00
-76,14,55,33,3.00
-76,14,55,33,3.00
-75,14,55,34,3.00
-75,14,55,34,3.00
-67,14,55,34,3.00
-67,14,55,34,3.00
-66,14,55,35,3.00
-66,14,55,35,3.00
-66,14,55,36,3.00
-66,14,55,36,3.00
-74,14,55,37,3.00
-74,14,55,37,3.00
-74,14,55,37,3.00
-74,14,55,37,3.00
-77,14,55,38,3.00
-77,14,55,38,3.00
-66,14,55,39,3.00
-66,14,55,39,3.00
-73,14,55,39,3.00
-73,14,55,39,3.00
-73,14,55,41,3.00
-73,14,55,41,3.00
-73,14,55,41,3.00
-73,14,55,41,3.00
-67,14,55,42,3.00
-67,14,55,42,3.00
-66,14,55,44,3.00
-66,14,55,44,3.00
-67,14,55,44,3.00
-67,14,55,44,3.00
-74,14,55,45,3.00
-74,14,55,45,3.00
-74,14,55,46,3.00
-74,14,55,46,3.00
-67,14,55,47,3.00
-67,14,55,47,3.00
-66,14,55,48,3.00
-66,14,55,48,3.00
-66,14,55,48,3.00
-66,14,55,48,3.00
-66,14,55,49,3.00
-66,14,55,49,3.00
-66,14,55,50,3.00
-66,14,55,50,3.00
-77,14,55,51,3.00
-77,14,55,51,3.00
-74,14,55,52,3.00
-74,14,55,52,3.00
-67,14,55,52,3.00
-67,14,55,52,3.00
-78,14,55,53,3.00
-78,14,55,53,3.00
-67,14,55,54,3.00
-67,14,55,54,3.00
-74,14,55,56,3.00
-74,14,55,56,3.00
-75,14,55,57,3.00
-75,14,55,57,3.00
-75,14,55,58,3.00
-75,14,55,58,3.00
-75,14,55,59,3.00
-75,14,55,59,3.00
-74,14,56,00,3.00
-74,14,56,00,3.00
-74,14,56,00,3.00
-74,14,56,00,3.00
-74,14,56,01,3.00
-74,14,56,01,3.00
-66,14,56,01,3.00
-66,14,56,01,3.00
-66,14,56,03,3.00
-66,14,56,03,3.00
-77,14,56,04,3.00
-77,14,56,04,3.00
-74,14,56,05,3.00
-74,14,56,05,3.00
-78,14,56,05,3.00
-78,14,56,05,3.00
-78,14,56,06,3.00
-78,14,56,06,3.00
-66,14,56,07,3.00
-66,14,56,07,3.00
-73,14,56,08,3.00
-73,14,56,08,3.00
-74,14,56,09,3.00
-74,14,56,09,3.00
-74,14,56,09,3.00
-74,14,56,09,3.00
-66,14,56,10,3.00
-66,14,56,10,3.00
-66,14,56,11,3.00
-66,14,56,11,3.00
-73,14,56,11,3.00
-73,14,56,11,3.00
-73,14,56,12,3.00
-73,14,56,12,3.00
-78,14,56,13,3.00
-78,14,56,13,3.00
-75,14,56,14,3.00
-75,14,56,14,3.00
-67,14,56,14,3.00
-67,14,56,14,3.00
-66,14,56,15,3.00
-66,14,56,15,3.00
-80,14,56,17,3.00
-80,14,56,17,3.00
-79,14,56,18,3.00
-79,14,56,18,3.00
-79,14,56,18,3.00
-79,14,56,18,3.00
-66,14,56,19,3.00
-66,14,56,19,3.00
-80,14,56,20,3.00
-80,14,56,20,3.00
-66,14,56,21,3.00
-66,14,56,21,3.00
-77,14,56,22,3.00
-77,14,56,22,3.00
-76,14,56,22,3.00
-76,14,56,22,3.00
-66,14,56,24,3.00
-66,14,56,24,3.00
-67,14,56,24,3.00
-67,14,56,24,3.00
-79,14,56,25,3.00
-79,14,56,25,3.00
-74,14,56,26,3.00
-74,14,56,26,3.00
-67,14,56,27,3.00
-67,14,56,27,3.00
-73,14,56,28,3.00
-73,14,56,28,3.00
-74,14,56,29,3.00
-74,14,56,29,3.00
-66,14,56,29,3.00
-66,14,56,29,3.00
-66,14,56,30,3.00
-66,14,56,30,3.00
-77,14,56,31,3.00
-77,14,56,31,3.00
-80,14,56,33,3.00
-80,14,56,33,3.00
-79,14,56,34,3.00
-79,14,56,34,3.00
-67,14,56,34,3.00
-67,14,56,34,3.00
-78,14,56,35,3.00
-78,14,56,35,3.00
-67,14,56,36,3.00
-67,14,56,36,3.00
-73,14,56,37,3.00
-73,14,56,37,3.00
-66,14,56,38,3.00
-66,14,56,38,3.00
-74,14,56,38,3.00
-74,14,56,38,3.00
-66,14,56,39,3.00
-66,14,56,39,3.00
-74,14,56,40,3.00
-74,14,56,40,3.00
-64,14,56,41,3.00
-64,14,56,41,3.00
-66,14,56,42,3.00
-66,14,56,42,3.00
-73,14,56,43,3.00
-73,14,56,43,3.00
-66,14,56,44,3.00
-66,14,56,44,3.00
-68,14,56,44,3.00
-68,14,56,44,3.00
-72,14,56,45,3.00
-72,14,56,45,3.00
-65,14,56,46,3.00
-65,14,56,46,3.00
-73,14,56,46,3.00
-73,14,56,46,3.00
-67,14,56,47,3.00
-67,14,56,47,3.00
-75,14,56,48,3.00
-75,14,56,48,3.00
-66,14,56,49,3.00
-66,14,56,49,3.00
-65,14,56,50,3.00
-65,14,56,50,3.00
-74,14,56,50,3.00
-74,14,56,50,3.00
-66,14,56,51,3.00
-66,14,56,51,3.00
-74,14,56,52,3.00
-74,14,56,52,3.00
-73,14,56,53,3.00
-73,14,56,53,3.00
-66,14,56,54,3.00
-66,14,56,54,3.00
-74,14,56,55,3.00
-74,14,56,55,3.00
-74,14,56,55,3.00
-74,14,56,55,3.00
-77,14,56,57,3.00
-77,14,56,57,3.00
-66,14,56,57,3.00
-66,14,56,57,3.00
-66,14,56,58,3.00
-66,14,56,58,3.00
-77,14,56,59,3.00
-77,14,56,59,3.00
-77,14,57,00,3.00
-77,14,57,00,3.00
-73,14,57,01,3.00
-73,14,57,01,3.00
-75,14,57,02,3.00
-75,14,57,02,3.00
-75,14,57,02,3.00
-75,14,57,02,3.00
-74,14,57,03,3.00
-74,14,57,03,3.00
-77,14,57,04,3.00
-77,14,57,04,3.00
-74,14,57,04,3.00
-74,14,57,04,3.00
-73,14,57,05,3.00
-73,14,57,05,3.00
-74,14,57,06,3.00
-74,14,57,06,3.00
-75,14,57,07,3.00
-75,14,57,07,3.00
-64,14,57,08,3.00
-64,14,57,08,3.00
-66,14,57,09,3.00
-66,14,57,09,3.00
-66,14,57,09,3.00
-66,14,57,09,3.00
-74,14,57,10,3.00
-74,14,57,10,3.00
-67,14,57,11,3.00
-67,14,57,11,3.00
-73,14,57,12,3.00
-73,14,57,12,3.00
-73,14,57,13,3.00
-73,14,57,13,3.00
-73,14,57,14,3.00
-73,14,57,14,3.00
-73,14,57,14,3.00
-73,14,57,14,3.00
-77,14,57,15,3.00
-77,14,57,15,3.00
-76,14,57,16,3.00
-76,14,57,16,3.00
-66,14,57,17,3.00
-66,14,57,17,3.00
-66,14,57,18,3.00
-66,14,57,18,3.00
-73,14,57,19,3.00
-73,14,57,19,3.00
-73,14,57,20,3.00
-73,14,57,20,3.00
-73,14,57,20,3.00
-73,14,57,20,3.00
-76,14,57,38,4.00
-76,14,57,38,4.00
-75,14,57,38,4.00
-75,14,57,38,4.00
-77,14,57,38,4.00
-77,14,57,38,4.00
-82,14,57,39,4.00
-82,14,57,39,4.00
-72,14,57,40,4.00
-72,14,57,40,4.00
-76,14,57,40,4.00
-76,14,57,40,4.00
-74,14,57,41,4.00
-74,14,57,41,4.00
-72,14,57,43,4.00
-72,14,57,43,4.00
-77,14,57,44,4.00
-77,14,57,44,4.00
-82,14,57,46,4.00
-82,14,57,46,4.00
-81,14,57,46,4.00
-81,14,57,46,4.00
-75,14,57,47,4.00
-75,14,57,47,4.00
-73,14,57,48,4.00
-73,14,57,48,4.00
-80,14,57,50,4.00
-80,14,57,50,4.00
-76,14,57,51,4.00
-76,14,57,51,4.00
-73,14,57,52,4.00
-73,14,57,52,4.00
-73,14,57,53,4.00
-73,14,57,53,4.00
-79,14,57,55,4.00
-79,14,57,55,4.00
-77,14,57,56,4.00
-77,14,57,56,4.00
-76,14,57,57,4.00
-76,14,57,57,4.00
-79,14,57,58,4.00
-79,14,57,58,4.00
-79,14,57,59,4.00
-79,14,57,59,4.00
-79,14,58,01,4.00
-79,14,58,01,4.00
-73,14,58,02,4.00
-73,14,58,02,4.00
-75,14,58,03,4.00
-75,14,58,03,4.00
-73,14,58,05,4.00
-73,14,58,05,4.00
-80,14,58,06,4.00
-80,14,58,06,4.00
-76,14,58,08,4.00
-76,14,58,08,4.00
-73,14,58,08,4.00
-73,14,58,08,4.00
-73,14,58,09,4.00
-73,14,58,09,4.00
-76,14,58,10,4.00
-76,14,58,10,4.00
-76,14,58,11,4.00
-76,14,58,11,4.00
-73,14,58,12,4.00
-73,14,58,12,4.00
-73,14,58,14,4.00
-73,14,58,14,4.00
-76,14,58,15,4.00
-76,14,58,15,4.00
-79,14,58,16,4.00
-79,14,58,16,4.00
-79,14,58,17,4.00
-79,14,58,17,4.00
-79,14,58,19,4.00
-79,14,58,19,4.00
-77,14,58,20,4.00
-77,14,58,20,4.00
-77,14,58,20,4.00
-77,14,58,20,4.00
-77,14,58,22,4.00
-77,14,58,22,4.00
-76,14,58,23,4.00
-76,14,58,23,4.00
-77,14,58,24,4.00
-77,14,58,24,4.00
-80,14,58,25,4.00
-80,14,58,25,4.00
-77,14,58,26,4.00
-77,14,58,26,4.00
-77,14,58,27,4.00
-77,14,58,27,4.00
-73,14,58,28,4.00
-73,14,58,28,4.00
-79,14,58,29,4.00
-79,14,58,29,4.00
-80,14,58,30,4.00
-80,14,58,30,4.00
-73,14,58,31,4.00
-73,14,58,31,4.00
-77,14,58,32,4.00
-77,14,58,32,4.00
-73,14,58,33,4.00
